member,party,chamber,state,district,bioguide_id,entity_group,giver,recipient_committee,recipient_committee_id,amount_usd,date,cycle,kind,fec_sub_id,source_url,record_id
Debbie Dingell,D,House,MI,6,D000624,ARI PAC,ARI PAC,DEBBIE DINGELL FOR CONGRESS,C00558213,2500.00,2025-06-23,2026,PAC contribution,4073120251213020574,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8504
Debbie Dingell,D,House,MI,6,D000624,ARI PAC,ARI PAC,DEBBIE DINGELL FOR CONGRESS,C00558213,1000.00,2026-05-13,2026,PAC contribution,4061720261521567418,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8655
Debbie Dingell,D,House,MI,6,D000624,ARI PAC,ARI PAC,DEBBIE DINGELL FOR CONGRESS,C00558213,1500.00,2026-05-13,2026,PAC contribution,4061720261521567419,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8656
Debbie Dingell,D,House,MI,6,D000624,ARI PAC,ARI PAC,DEBBIE DINGELL FOR CONGRESS,,2500.00,2026-05-13,2026,PAC contribution,,https://lda.gov/api/v1/contributions/ed6f95d7-eec8-48df-9fac-f616e8050558/,HM9914
Derek Tran,D,House,CA,45,T000491,Eric Schmidt,Eric Schmidt,DEREK TRAN FOR CONGRESS,C00851790,3300.00,2024-06-21,2024,individual contribution,4080220241999557678,https://docquery.fec.gov/cgi-bin/fecimg/?202407159659923138,HM3292
Derek Tran,D,House,CA,45,T000491,James McClave,James McClave,DEREK TRAN FOR CONGRESS,C00851790,3300.00,2024-09-28,2024,individual contribution,4110520241050879268,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5213
Derek Tran,D,House,CA,45,T000491,Wendy Schmidt,Wendy Schmidt,DEREK TRAN FOR CONGRESS,C00851790,3500.00,2025-09-10,2026,individual contribution,4121020251297771748,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791041292,HM4403
Derek Tran,D,House,CA,45,T000491,Wendy Schmidt,Wendy Schmidt,DEREK TRAN FOR CONGRESS,C00851790,3500.00,2025-09-10,2026,individual contribution,4121020251297771746,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791041291,HM4404
Derek Tran,D,House,CA,45,T000491,Anthropic employees,Anthropic employee,DEREK TRAN FOR CONGRESS,C00851790,2500.00,2026-01-19,2026,individual contribution,4051320261510196004,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862282920,HM951
Derrick Van Orden,R,House,WI,3,V000135,ARI PAC,ARI PAC,VAN ORDEN FOR CONGRESS,C00742007,1000.00,2025-09-25,2026,PAC contribution,4022520261359193494,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8567
Diana DeGette,D,House,CO,1,D000197,ARI PAC,ARI PAC,DIANA DEGETTE FOR CONGRESS,C00311639,3500.00,2025-08-14,2026,PAC contribution,4022520261359193440,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8525
Diana DeGette,D,House,CO,1,D000197,ARI PAC,ARI PAC,DIANA DEGETTE FOR CONGRESS,C00311639,1500.00,2025-08-14,2026,PAC contribution,4022520261359193441,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8526
Diana DeGette,D,House,CO,1,D000197,ARI PAC,ARI PAC,DIANA DEGETTE FOR CONGRESS,,5000.00,2025-08-14,2026,PAC contribution,,https://lda.gov/api/v1/contributions/cc3fe2ab-76d1-40bc-a08f-61da795dc292/,HM9794
Diana DeGette,D,House,CO,1,D000197,Anthropic employees,Anthropic employee,DIANA DEGETTE FOR CONGRESS,C00311639,3500.00,2026-04-14,2026,individual contribution,4062620261522899237,https://docquery.fec.gov/cgi-bin/fecimg/?202606189870769464,HM1073
Diana DeGette,D,House,CO,1,D000197,Anthropic employees,Anthropic employee,DIANA DEGETTE FOR CONGRESS,C00311639,3500.00,2026-04-14,2026,individual contribution,4062620261522899239,https://docquery.fec.gov/cgi-bin/fecimg/?202606189870769464,HM1074
Diana DeGette,D,House,CO,1,D000197,Anthropic employees,Anthropic employee,DIANA DEGETTE FOR CONGRESS,C00311639,3500.00,2026-04-17,2026,individual contribution,4062620261522899531,https://docquery.fec.gov/cgi-bin/fecimg/?202606189870769562,HM1082
Diana DeGette,D,House,CO,1,D000197,Anthropic employees,Anthropic employee,DIANA DEGETTE FOR CONGRESS,C00311639,3500.00,2026-04-17,2026,individual contribution,4062620261522899533,https://docquery.fec.gov/cgi-bin/fecimg/?202606189870769562,HM1083
Dina Titus,D,House,NV,1,T000468,Eric Schmidt,Eric Schmidt,TITUS FOR CONGRESS,C00499467,3300.00,2024-10-23,2024,individual contribution,4012320251133998023,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731671059,HM3178
Donald G. Davis,D,House,NC,1,D000230,Anthropic employees,Anthropic employee,DON DAVIS FOR NC,C00795211,300.00,2024-02-04,2024,individual contribution,4022220241826174914,https://docquery.fec.gov/cgi-bin/fecimg/?202402219622157926,HM1589
Donald G. Davis,D,House,NC,1,D000230,Eric Schmidt,Eric Schmidt,DON DAVIS FOR NC,C00795211,3300.00,2024-08-08,2024,individual contribution,4101620242069915556,https://docquery.fec.gov/cgi-bin/fecimg/?202410159685333817,HM3228
Donald G. Davis,D,House,NC,1,D000230,James McClave,James McClave,DON DAVIS FOR NC,C00795211,3300.00,2024-09-28,2024,individual contribution,4101620242069914943,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5218
Donald G. Davis,D,House,NC,1,D000230,Wendy Schmidt,Wendy Schmidt,DON DAVIS FOR NC,C00795211,3500.00,2025-09-05,2026,individual contribution,4010920261300747318,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791541892,HM4431
Donald G. Davis,D,House,NC,1,D000230,Wendy Schmidt,Wendy Schmidt,DON DAVIS FOR NC,C00795211,3500.00,2025-09-05,2026,individual contribution,4010920261300747302,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791541887,HM4432
Donald G. Davis,D,House,NC,1,D000230,James McClave,James McClave,DON DAVIS FOR NC,C00795211,3500.00,2026-03-31,2026,individual contribution,4041520261435822533,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5184
"Donald S. Beyer, Jr.",D,House,VA,8,B001292,Anthropic employees,Anthropic employee,FRIENDS OF DON BEYER,C00555888,3500.00,2025-07-26,2026,individual contribution,4121520251298594656,https://docquery.fec.gov/cgi-bin/fecimg/?202510159790861854,HM734
"Donald S. Beyer, Jr.",D,House,VA,8,B001292,Anthropic employees,Anthropic employee,FRIENDS OF DON BEYER,C00555888,3500.00,2025-07-26,2026,individual contribution,4121520251298594885,https://docquery.fec.gov/cgi-bin/fecimg/?202510159790861931,HM735
"Donald S. Beyer, Jr.",D,House,VA,8,B001292,Anthropic employees,Anthropic employee,FRIENDS OF DON BEYER,C00555888,3500.00,2025-12-11,2026,individual contribution,4030320261385948418,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795535711,HM909
"Donald S. Beyer, Jr.",D,House,VA,8,B001292,Anthropic employees,Anthropic employee,FRIENDS OF DON BEYER,C00555888,3500.00,2025-12-11,2026,individual contribution,4030320261385948795,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795535836,HM910
"Donald S. Beyer, Jr.",D,House,VA,8,B001292,Anthropic employees,Anthropic employee,FRIENDS OF DON BEYER,C00555888,3500.00,2026-03-01,2026,individual contribution,4051420261510385119,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857696631,HM1018
"Donald S. Beyer, Jr.",D,House,VA,8,B001292,Anthropic employees,Anthropic employee,FRIENDS OF DON BEYER,C00555888,3500.00,2026-03-01,2026,individual contribution,4051420261510385121,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857696631,HM1019
"Donald S. Beyer, Jr.",D,House,VA,8,B001292,Anthropic employees,Anthropic employee,FRIENDS OF DON BEYER,C00555888,3500.00,2026-05-16,2026,individual contribution,4081020261570720768,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875261168,HM1242
"Donald S. Beyer, Jr.",D,House,VA,8,B001292,Anthropic employees,Anthropic employee,FRIENDS OF DON BEYER,C00555888,3500.00,2026-05-16,2026,individual contribution,4081020261570720770,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875261169,HM1243
"Donald S. Beyer, Jr.",D,House,VA,8,B001292,Anthropic employees,Anthropic employee,FRIENDS OF DON BEYER,C00555888,3500.00,2026-06-01,2026,individual contribution,4081020261570720672,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875261136,HM1386
"Donald S. Beyer, Jr.",D,House,VA,8,B001292,Anthropic employees,Anthropic employee,FRIENDS OF DON BEYER,C00555888,3500.00,2026-06-01,2026,individual contribution,4081020261570720674,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875261137,HM1387
"Donald S. Beyer, Jr.",D,House,VA,8,B001292,ARI PAC,ARI PAC,FRIENDS OF DON BEYER,C00555888,1000.00,2026-06-23,2026,PAC contribution,4072720261538830162,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8688
Doris O. Matsui,D,House,CA,7,M001163,ARI PAC,ARI PAC,MATSUI FOR CONGRESS,C00409219,2500.00,2025-06-18,2026,PAC contribution,4073120251213020587,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8502
Doris O. Matsui,D,House,CA,7,M001163,Anthropic employees,Anthropic employee,MATSUI FOR CONGRESS,C00409219,3500.00,2026-01-27,2026,individual contribution,4051820261510643569,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862421729,HM961
Doris O. Matsui,D,House,CA,7,M001163,Anthropic employees,Anthropic employee,MATSUI FOR CONGRESS,C00409219,3500.00,2026-01-27,2026,individual contribution,4051820261510643784,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862421800,HM962
Doris O. Matsui,D,House,CA,7,M001163,Anthropic employees,Anthropic employee,MATSUI FOR CONGRESS,C00409219,3500.00,2026-01-27,2026,individual contribution,4051820261510643713,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862421777,HM963
Doris O. Matsui,D,House,CA,7,M001163,Anthropic employees,Anthropic employee,MATSUI FOR CONGRESS,C00409219,3500.00,2026-01-27,2026,individual contribution,4051820261510643743,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862421787,HM964
Doris O. Matsui,D,House,CA,7,M001163,Anthropic employees,Anthropic employee,MATSUI FOR CONGRESS,C00409219,3000.00,2026-02-03,2026,individual contribution,4051820261510643803,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862421807,HM998
Edward J. Markey,D,Senate,MA,,M000133,Wendy Schmidt,Wendy Schmidt,THE MARKEY COMMITTEE,C00196774,3300.00,2024-10-02,2024,individual contribution,4021120251167135852,https://docquery.fec.gov/cgi-bin/fecimg/?202501319748849750,HM4498
Elissa Slotkin,D,Senate,MI,,S001208,Emily Berger,Emily Berger,ELISSA SLOTKIN FOR MICHIGAN,C00834218,3300.00,2023-12-17,2024,individual contribution,4020620241822468531,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=Berger%2C+Emily&contributor_employer=Jane+Street,HM5480
Elissa Slotkin,D,Senate,MI,,S001208,Emily Berger,Emily Berger,ELISSA SLOTKIN FOR MICHIGAN,C00834218,3300.00,2023-12-17,2024,individual contribution,4020620241822468530,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=Berger%2C+Emily&contributor_employer=Jane+Street,HM5481
Elissa Slotkin,D,Senate,MI,,S001208,James McClave,James McClave,ELISSA SLOTKIN FOR MICHIGAN,C00834218,3300.00,2023-12-18,2024,individual contribution,4020620241822476149,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5237
Elissa Slotkin,D,Senate,MI,,S001208,James McClave,James McClave,ELISSA SLOTKIN FOR MICHIGAN,C00834218,3300.00,2023-12-18,2024,individual contribution,4020620241822476148,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5238
Elissa Slotkin,D,Senate,MI,,S001208,Eric Schmidt,Eric Schmidt,ELISSA SLOTKIN FOR MICHIGAN,C00834218,3300.00,2024-08-02,2024,individual contribution,4111820241070162699,https://docquery.fec.gov/cgi-bin/fecimg/?202410159685736909,HM3244
Elissa Slotkin,D,Senate,MI,,S001208,Eric Schmidt,Eric Schmidt,ELISSA SLOTKIN FOR MICHIGAN,C00834218,3300.00,2024-08-02,2024,individual contribution,4111820241070162697,https://docquery.fec.gov/cgi-bin/fecimg/?202410159685736908,HM3245
Elissa Slotkin,D,Senate,MI,,S001208,Wendy Schmidt,Wendy Schmidt,ELISSA SLOTKIN FOR MICHIGAN,C00834218,3300.00,2024-08-02,2024,individual contribution,4111820241070162764,https://docquery.fec.gov/cgi-bin/fecimg/?202410159685736931,HM4617
Elissa Slotkin,D,Senate,MI,,S001208,Wendy Schmidt,Wendy Schmidt,ELISSA SLOTKIN FOR MICHIGAN,C00834218,3300.00,2024-10-18,2024,individual contribution,4011620251132470788,https://docquery.fec.gov/cgi-bin/fecimg/?202412059736869486,HM4493
Emilia Strong Sykes,D,House,OH,13,S001223,Eric Schmidt,Eric Schmidt,EMILIA SYKES FOR CONGRESS,C00801274,3300.00,2024-08-08,2024,individual contribution,4111820241070213666,https://docquery.fec.gov/cgi-bin/fecimg/?202410159687930873,HM3223
"Eric A. ""Rick"" Crawford",R,House,AR,1,C001087,Anthropic employees,Anthropic employee,CRAWFORD FOR CONGRESS,C00462374,3500.00,2025-09-11,2026,individual contribution,4120820251297390035,https://docquery.fec.gov/cgi-bin/fecimg/?202510159790835733,HM758
"Eric A. ""Rick"" Crawford",R,House,AR,1,C001087,Anthropic employees,Anthropic employee,CRAWFORD FOR CONGRESS,C00462374,3500.00,2025-09-11,2026,individual contribution,4120820251297390036,https://docquery.fec.gov/cgi-bin/fecimg/?202510159790835733,HM759
"Eric A. ""Rick"" Crawford",R,House,AR,1,C001087,ARI PAC,ARI PAC,CRAWFORD FOR CONGRESS,C00462374,1000.00,2025-09-17,2026,PAC contribution,4022520261359193437,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8545
"Eric A. ""Rick"" Crawford",R,House,AR,1,C001087,ANTHROPAC (Anthropic's PAC),ANTHROPAC,CRAWFORD FOR CONGRESS,C00462374,1000.00,2026-07-07,2026,PAC contribution,4090120261595617353,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00946111&sub_id=4090120261595617353,HM326
Erin Houchin,R,House,IN,9,H001093,ARI PAC,ARI PAC,HOUCHIN FOR CONGRESS,C00800649,1000.00,2026-02-24,2026,PAC contribution,4050120261498882150,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8597
Eugene Simon Vindman,D,House,VA,7,V000138,Anthropic employees,Anthropic employee,VINDMAN FOR CONGRESS,C00856955,500.00,2024-07-15,2024,individual contribution,4102420242081474208,https://docquery.fec.gov/cgi-bin/fecimg/?202410159688025075,HM1594
Eugene Simon Vindman,D,House,VA,7,V000138,Eric Schmidt,Eric Schmidt,VINDMAN FOR CONGRESS,C00856955,1505.00,2024-10-23,2024,individual contribution,4011520251130766650,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731245690,HM3179
Eugene Simon Vindman,D,House,VA,7,V000138,Anthropic employees,Anthropic employee,VINDMAN FOR CONGRESS,C00856955,2500.00,2026-01-19,2026,individual contribution,4043020261485258215,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862983588,HM952
"Frank Pallone, Jr.",D,House,NJ,6,P000034,Anthropic employees,Anthropic employee,PALLONE FOR CONGRESS,C00226928,3500.00,2025-10-09,2026,individual contribution,4031020261420589920,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794953089,HM792
"Frank Pallone, Jr.",D,House,NJ,6,P000034,Anthropic employees,Anthropic employee,PALLONE FOR CONGRESS,C00226928,3500.00,2025-10-09,2026,individual contribution,4031020261420589922,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794953090,HM793
"Frank Pallone, Jr.",D,House,NJ,6,P000034,Anthropic employees,Anthropic employee,PALLONE FOR CONGRESS,C00226928,3500.00,2025-10-11,2026,individual contribution,4031020261420589930,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794953093,HM796
"Frank Pallone, Jr.",D,House,NJ,6,P000034,Anthropic employees,Anthropic employee,PALLONE FOR CONGRESS,C00226928,3500.00,2025-10-11,2026,individual contribution,4031020261420589932,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794953093,HM797
"Frank Pallone, Jr.",D,House,NJ,6,P000034,Anthropic employees,Anthropic employee,PALLONE FOR CONGRESS,C00226928,3500.00,2025-10-13,2026,individual contribution,4031020261420589959,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794953102,HM798
"Frank Pallone, Jr.",D,House,NJ,6,P000034,Anthropic employees,Anthropic employee,PALLONE FOR CONGRESS,C00226928,3500.00,2025-10-13,2026,individual contribution,4031020261420589961,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794953103,HM799
"Frank Pallone, Jr.",D,House,NJ,6,P000034,ARI PAC,ARI PAC,PALLONE FOR CONGRESS,C00226928,1000.00,2026-03-26,2026,PAC contribution,4050120261498882163,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8626
"Frank Pallone, Jr.",D,House,NJ,6,P000034,ARI PAC,ARI PAC,PALLONE FOR CONGRESS,C00226928,1000.00,2026-06-02,2026,PAC contribution,4062420261522644409,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8666
Gabe Amo,D,House,RI,1,A000380,Anthropic employees,Anthropic employee,GABE AMO FOR CONGRESS,C00838060,250.00,2023-06-07,2024,individual contribution,4071820231753773433,https://docquery.fec.gov/cgi-bin/fecimg/?202307149582641213,HM1582
Gabe Amo,D,House,RI,1,A000380,ARI PAC,ARI PAC,GABE AMO FOR CONGRESS,C00838060,2500.00,2025-09-09,2026,PAC contribution,4022520261359193445,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8534
Gabe Amo,D,House,RI,1,A000380,Anthropic employees,Anthropic employee,GABE AMO FOR CONGRESS,C00838060,250.00,2026-03-04,2026,individual contribution,4051820261510626539,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862391362,HM1025
Gabe Vasquez,D,House,NM,2,V000136,Wendy Schmidt,Wendy Schmidt,GABE VASQUEZ FOR CONGRESS,C00789404,3300.00,2024-06-14,2024,individual contribution,4112020241071476589,https://docquery.fec.gov/cgi-bin/fecimg/?202410159689075779,HM4623
Gabe Vasquez,D,House,NM,2,V000136,Eric Schmidt,Eric Schmidt,GABE VASQUEZ FOR CONGRESS,C00789404,3300.00,2024-08-08,2024,individual contribution,4111820241069964212,https://docquery.fec.gov/cgi-bin/fecimg/?202410159689181731,HM3224
Gabe Vasquez,D,House,NM,2,V000136,James McClave,James McClave,GABE VASQUEZ FOR CONGRESS,C00789404,3300.00,2024-09-30,2024,individual contribution,4111820241069964509,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5193
Gabe Vasquez,D,House,NM,2,V000136,ARI PAC,ARI PAC,GABE VASQUEZ FOR CONGRESS,C00789404,1000.00,2025-11-12,2026,PAC contribution,4022520261359193446,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8573
Gabe Vasquez,D,House,NM,2,V000136,Anthropic employees,Anthropic employee,GABE VASQUEZ FOR CONGRESS,C00789404,2500.00,2026-01-19,2026,individual contribution,4050520261508277954,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857309829,HM945
George Latimer,D,House,NY,16,L000606,ARI PAC,ARI PAC,GEORGE LATIMER FOR CONGRESS,C00859041,2500.00,2025-09-17,2026,PAC contribution,4022520261359193447,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8547
George Whitesides,D,House,CA,27,W000830,Eric Schmidt,Eric Schmidt,GEORGE WHITESIDES FOR CONGRESS,C00834028,3300.00,2023-11-21,2024,individual contribution,4021320241824645037,https://docquery.fec.gov/cgi-bin/fecimg/?202401319607905204,HM3401
George Whitesides,D,House,CA,27,W000830,Eric Schmidt,Eric Schmidt,GEORGE WHITESIDES FOR CONGRESS,C00834028,3300.00,2023-11-21,2024,individual contribution,4021320241824645035,https://docquery.fec.gov/cgi-bin/fecimg/?202401319607905203,HM3402
George Whitesides,D,House,CA,27,W000830,James McClave,James McClave,GEORGE WHITESIDES FOR CONGRESS,C00834028,3300.00,2024-09-28,2024,individual contribution,4110420241050486919,https://api.open.fec.gov/v1/schedules/schedule_a/?per_page=100&min_date=2015-01-01&sort=-contribution_receipt_date&contributor_name=McClave%2C+James&contributor_state=NY,HM5214
George Whitesides,D,House,CA,27,W000830,ARI PAC,ARI PAC,GEORGE WHITESIDES FOR CONGRESS,C00834028,2500.00,2026-04-29,2026,PAC contribution,4061720261521567424,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8635
Grace Meng,D,House,NY,6,M001188,Anthropic employees,Anthropic employee,GRACE FOR NEW YORK,C00516666,3000.00,2025-03-11,2026,individual contribution,4042420251186414701,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755420054,HM689
Grace Meng,D,House,NY,6,M001188,Anthropic employees,Anthropic employee,GRACE FOR NEW YORK,C00516666,3500.00,2026-05-27,2026,individual contribution,4062520261522775441,https://docquery.fec.gov/cgi-bin/fecimg/?202606119870564976,HM1342
Grace Meng,D,House,NY,6,M001188,Anthropic employees,Anthropic employee,GRACE FOR NEW YORK,C00516666,3500.00,2026-05-27,2026,individual contribution,4062520261522775443,https://docquery.fec.gov/cgi-bin/fecimg/?202606119870564976,HM1343
Grace Meng,D,House,NY,6,M001188,Anthropic employees,Anthropic employee,GRACE FOR NEW YORK,C00516666,3500.00,2026-06-16,2026,individual contribution,4073120261540036709,https://docquery.fec.gov/cgi-bin/fecimg/?202607159890612726,HM1475
Grace Meng,D,House,NY,6,M001188,Anthropic employees,Anthropic employee,GRACE FOR NEW YORK,C00516666,3500.00,2026-06-16,2026,individual contribution,4073120261540036711,https://docquery.fec.gov/cgi-bin/fecimg/?202607159890612727,HM1476
Greg Landsman,D,House,OH,1,L000601,ARI PAC,ARI PAC,LANDSMAN FOR CONGRESS,C00800276,2000.00,2025-09-09,2026,PAC contribution,4022520261359193460,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8535
Greg Landsman,D,House,OH,1,L000601,ARI PAC,ARI PAC,LANDSMAN FOR CONGRESS,C00800276,1000.00,2025-11-12,2026,PAC contribution,4022520261359193461,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8579
Greg Landsman,D,House,OH,1,L000601,ARI PAC,ARI PAC,LANDSMAN FOR CONGRESS,C00800276,500.00,2025-12-18,2026,PAC contribution,4022520261359193462,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8589
Greg Landsman,D,House,OH,1,L000601,ARI PAC,ARI PAC,LANDSMAN FOR CONGRESS,C00800276,500.00,2025-12-18,2026,PAC contribution,4022520261359193463,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8590
Greg Landsman,D,House,OH,1,L000601,ARI PAC,ARI PAC,LANDSMAN FOR CONGRESS,,1000.00,2025-12-18,2026,PAC contribution,,https://lda.gov/api/v1/contributions/cc3fe2ab-76d1-40bc-a08f-61da795dc292/,HM9857
Greg Landsman,D,House,OH,1,L000601,Anthropic employees,Anthropic employee,LANDSMAN FOR CONGRESS,C00800276,2500.00,2026-01-19,2026,individual contribution,4050720261509702985,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857756643,HM947
Greg Landsman,D,House,OH,1,L000601,Anthropic employees,Anthropic employee,LANDSMAN FOR CONGRESS,C00800276,1111.11,2026-01-22,2026,individual contribution,4050720261509702699,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857756548,HM953
Greg Landsman,D,House,OH,1,L000601,ARI PAC,ARI PAC,LANDSMAN FOR CONGRESS,C00800276,1000.00,2026-02-24,2026,PAC contribution,4050120261498882157,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8599
Greg Landsman,D,House,OH,1,L000601,ARI PAC,ARI PAC,LANDSMAN FOR CONGRESS,C00800276,1000.00,2026-03-25,2026,PAC contribution,4050120261498882158,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8621
Greg Landsman,D,House,OH,1,L000601,ARI PAC,ARI PAC,LANDSMAN FOR CONGRESS,C00800276,1000.00,2026-04-30,2026,PAC contribution,4061720261521567436,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8649
Greg Stanton,D,House,AZ,4,S001211,ARI PAC,ARI PAC,STANTON FOR CONGRESS,C00657304,2500.00,2025-09-09,2026,PAC contribution,4022520261359193487,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8537
Gregory W. Meeks,D,House,NY,5,M001137,Anthropic employees,Anthropic employee,FRIENDS FOR GREGORY MEEKS,C00430991,3500.00,2025-10-10,2026,individual contribution,4031120261420715718,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794843722,HM794
Gregory W. Meeks,D,House,NY,5,M001137,Anthropic employees,Anthropic employee,FRIENDS FOR GREGORY MEEKS,C00430991,3500.00,2025-10-10,2026,individual contribution,4031120261420715720,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794843723,HM795
Gregory W. Meeks,D,House,NY,5,M001137,Anthropic employees,Anthropic employee,FRIENDS FOR GREGORY MEEKS,C00430991,3500.00,2025-10-13,2026,individual contribution,4031120261420715768,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794843739,HM800
