member,party,chamber,state,district,bioguide_id,entity_group,giver,recipient_committee,recipient_committee_id,amount_usd,date,cycle,kind,fec_sub_id,source_url,record_id
Brian Schatz,D,Senate,HI,,S001194,Anthropic employees,Anthropic employee,SCHATZ FOR SENATE,C00540732,3000.00,2025-08-28,2026,individual contribution,4123120251299827513,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791038838,HM747
Brian Schatz,D,Senate,HI,,S001194,ARI PAC,ARI PAC,SCHATZ FOR SENATE,C00540732,1000.00,2025-09-04,2026,PAC contribution,4022520261359193484,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8532
Brian Schatz,D,Senate,HI,,S001194,Coefficient Giving / Open Philanthropy staff,Coefficient / Open Philanthropy staff member,SCHATZ FOR SENATE,C00540732,1500.00,2025-09-05,2026,individual contribution,4123120251299827983,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=OPEN+PHILANTHROPY&two_year_transaction_period=2026&per_page=100&sort=contribution_receipt_date&sub_id=4123120251299827983,HM15416
Brian Schatz,D,Senate,HI,,S001194,Anthropic employees,Anthropic employee,SCHATZ FOR SENATE,C00540732,3500.00,2026-05-07,2026,individual contribution,4080620261570444219,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875771314,HM1197
Brian Schatz,D,Senate,HI,,S001194,Anthropic employees,Anthropic employee,SCHATZ FOR SENATE,C00540732,3500.00,2026-05-07,2026,individual contribution,4080620261570444271,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875771332,HM1198
Brian Schatz,D,Senate,HI,,S001194,Anthropic employees,Anthropic employee,SCHATZ FOR SENATE,C00540732,3500.00,2026-05-11,2026,individual contribution,4080620261570443779,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875771168,HM1216
Brian Schatz,D,Senate,HI,,S001194,Anthropic employees,Anthropic employee,SCHATZ FOR SENATE,C00540732,3500.00,2026-05-11,2026,individual contribution,4080620261570443831,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875771185,HM1217
Brian Schatz,D,Senate,HI,,S001194,Anthropic employees,Anthropic employee,SCHATZ FOR SENATE,C00540732,3500.00,2026-05-21,2026,individual contribution,4080620261570444222,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875771315,HM1308
Brian Schatz,D,Senate,HI,,S001194,Anthropic employees,Anthropic employee,SCHATZ FOR SENATE,C00540732,3500.00,2026-05-21,2026,individual contribution,4080620261570444274,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875771333,HM1309
Brian Schatz,D,Senate,HI,,S001194,Anthropic employees,Anthropic employee,SCHATZ FOR SENATE,C00540732,3500.00,2026-05-21,2026,individual contribution,4080620261570443786,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875771170,HM1310
Brian Schatz,D,Senate,HI,,S001194,Anthropic employees,Anthropic employee,SCHATZ FOR SENATE,C00540732,3500.00,2026-05-21,2026,individual contribution,4080620261570443840,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875771188,HM1311
Brian Schatz,D,Senate,HI,,S001194,Anthropic employees,Anthropic employee,SCHATZ FOR SENATE,C00540732,3500.00,2026-05-28,2026,individual contribution,4080620261570443901,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875771208,HM1356
Brian Schatz,D,Senate,HI,,S001194,Anthropic employees,Anthropic employee,SCHATZ FOR SENATE,C00540732,3500.00,2026-05-28,2026,individual contribution,4080620261570443959,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875771228,HM1357
Brian Schatz,D,Senate,HI,,S001194,Anthropic employees,Anthropic employee,SCHATZ FOR SENATE,C00540732,3500.00,2026-06-04,2026,individual contribution,4080620261570444072,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875771265,HM1411
Brian Schatz,D,Senate,HI,,S001194,Anthropic employees,Anthropic employee,SCHATZ FOR SENATE,C00540732,3500.00,2026-06-04,2026,individual contribution,4080620261570444130,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875771285,HM1412
Brian Schatz,D,Senate,HI,,S001194,Anthropic employees,Anthropic employee,SCHATZ FOR SENATE,C00540732,3500.00,2026-06-04,2026,individual contribution,4080620261570444180,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875771301,HM1413
Bruce Westerman,R,House,AR,4,W000821,ARI PAC,ARI PAC,WESTERMAN FOR CONGRESS,C00548180,3500.00,2025-06-23,2026,PAC contribution,4073120251213020589,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8512
Bruce Westerman,R,House,AR,4,W000821,ARI PAC,ARI PAC,WESTERMAN FOR CONGRESS,C00548180,1500.00,2025-06-23,2026,PAC contribution,4073120251213020590,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8513
Bruce Westerman,R,House,AR,4,W000821,ARI PAC,ARI PAC,WESTERMAN FOR CONGRESS,,5000.00,2025-06-23,2026,PAC contribution,,https://lda.gov/api/v1/contributions/b9a8036e-d98c-4549-b059-bcfe107495a0/,HM9780
Bryan Steil,R,House,WI,1,S001213,ARI PAC,ARI PAC,"STEIL FOR WISCONSIN, INC.",C00677286,1000.00,2025-09-25,2026,PAC contribution,4022520261359193488,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8566
Catherine Cortez Masto,D,Senate,NV,,C001113,Anthropic employees,Anthropic employee,CATHERINE CORTEZ MASTO FOR SENATE,C00575548,3500.00,2026-05-07,2026,individual contribution,4081020261570647254,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875108877,HM1202
Catherine Cortez Masto,D,Senate,NV,,C001113,Anthropic employees,Anthropic employee,CATHERINE CORTEZ MASTO FOR SENATE,C00575548,1500.00,2026-05-07,2026,individual contribution,4081020261570647255,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875108877,HM1203
Celeste Maloy,R,House,UT,2,M001228,Anthropic employees,Anthropic employee,CELESTE FOR CONGRESS,C00842765,3500.00,2026-06-10,2026,individual contribution,4080320261540771145,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875069945,HM1440
Celeste Maloy,R,House,UT,2,M001228,Anthropic employees,Anthropic employee,CELESTE FOR CONGRESS,C00842765,3500.00,2026-06-10,2026,individual contribution,4080320261540771162,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875069951,HM1441
Celeste Maloy,R,House,UT,2,M001228,Anthropic employees,Anthropic employee,CELESTE FOR CONGRESS,C00842765,3500.00,2026-06-10,2026,individual contribution,4080320261540771184,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875069958,HM1442
Celeste Maloy,R,House,UT,2,M001228,Anthropic employees,Anthropic employee,CELESTE FOR CONGRESS,C00842765,3500.00,2026-06-18,2026,individual contribution,4080320261540771135,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875069942,HM1488
Celeste Maloy,R,House,UT,2,M001228,Anthropic employees,Anthropic employee,CELESTE FOR CONGRESS,C00842765,3500.00,2026-06-18,2026,individual contribution,4080320261540771143,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875069944,HM1489
Celeste Maloy,R,House,UT,2,M001228,Anthropic employees,Anthropic employee,CELESTE FOR CONGRESS,C00842765,3500.00,2026-06-18,2026,individual contribution,4080320261540771152,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875069947,HM1490
Celeste Maloy,R,House,UT,2,M001228,Anthropic employees,Anthropic employee,CELESTE FOR CONGRESS,C00842765,3500.00,2026-06-18,2026,individual contribution,4080320261540771159,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875069950,HM1491
Celeste Maloy,R,House,UT,2,M001228,Anthropic employees,Anthropic employee,CELESTE FOR CONGRESS,C00842765,3500.00,2026-06-18,2026,individual contribution,4080320261540771161,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875069950,HM1492
Celeste Maloy,R,House,UT,2,M001228,Anthropic employees,Anthropic employee,CELESTE FOR CONGRESS,C00842765,3500.00,2026-06-18,2026,individual contribution,4080320261540771168,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875069953,HM1493
Celeste Maloy,R,House,UT,2,M001228,Anthropic employees,Anthropic employee,CELESTE FOR CONGRESS,C00842765,3500.00,2026-06-18,2026,individual contribution,4080320261540771172,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875069954,HM1494
"Charles J. ""Chuck"" Fleischmann",R,House,TN,3,F000459,Anthropic employees,Anthropic employee,"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",C00461822,3500.00,2026-06-09,2026,individual contribution,4081420261581018034,https://docquery.fec.gov/cgi-bin/fecimg/?202607219894391648,HM1434
Chris Pappas,D,House,NH,1,P000614,Eric Schmidt,Eric Schmidt,CHRIS PAPPAS FOR CONGRESS,C00660464,3300.00,2023-11-21,2024,individual contribution,4022220241826175442,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=SCHMIDT+FUTURES&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4022220241826175442,HM13760
Chris Pappas,D,House,NH,1,P000614,Anthropic employees,Anthropic employee,CHRIS PAPPAS FOR SENATE,C00660464,3500.00,2026-04-04,2026,individual contribution,4081220261580852557,https://docquery.fec.gov/cgi-bin/fecimg/?202607229894413069,HM1064
Chris Pappas,D,House,NH,1,P000614,Anthropic employees,Anthropic employee,CHRIS PAPPAS FOR SENATE,C00660464,3500.00,2026-04-30,2026,individual contribution,4081220261580833188,https://docquery.fec.gov/cgi-bin/fecimg/?202607229894406613,HM1119
Chris Pappas,D,House,NH,1,P000614,Anthropic employees,Anthropic employee,CHRIS PAPPAS FOR SENATE,C00660464,3500.00,2026-04-30,2026,individual contribution,4081220261580849438,https://docquery.fec.gov/cgi-bin/fecimg/?202607229894412030,HM1120
Chris Pappas,D,House,NH,1,P000614,Anthropic employees,Anthropic employee,CHRIS PAPPAS FOR SENATE,C00660464,3500.00,2026-05-02,2026,individual contribution,4081220261580850906,https://docquery.fec.gov/cgi-bin/fecimg/?202607229894412519,HM1148
Chris Pappas,D,House,NH,1,P000614,Anthropic employees,Anthropic employee,CHRIS PAPPAS FOR SENATE,C00660464,3500.00,2026-05-02,2026,individual contribution,4081220261580855631,https://docquery.fec.gov/cgi-bin/fecimg/?202607229894414094,HM1149
Chris Pappas,D,House,NH,1,P000614,Wendy Schmidt,Wendy Schmidt,CHRIS PAPPAS FOR SENATE,C00660464,3500.00,2026-05-06,2026,individual contribution,4081220261580829065,https://docquery.fec.gov/cgi-bin/fecimg/?202607229894405239,HM4372
Chris Pappas,D,House,NH,1,P000614,Anthropic employees,Anthropic employee,CHRIS PAPPAS FOR SENATE,C00660464,1000.00,2026-05-19,2026,individual contribution,4081220261580841766,https://docquery.fec.gov/cgi-bin/fecimg/?202607229894409472,HM1282
Chris Pappas,D,House,NH,1,P000614,Anthropic employees,Anthropic employee,CHRIS PAPPAS FOR SENATE,C00660464,3500.00,2026-08-07,2026,individual contribution,4090120261595587399,https://docquery.fec.gov/cgi-bin/fecimg/?202608279903419415,HM1574
Chris Pappas,D,House,NH,1,P000614,Anthropic employees,Anthropic employee,CHRIS PAPPAS FOR SENATE,C00660464,3500.00,2026-08-08,2026,individual contribution,4090120261595589511,https://docquery.fec.gov/cgi-bin/fecimg/?202608279903420119,HM1575
Chris Pappas,D,House,NH,1,P000614,Anthropic employees,Anthropic employee,CHRIS PAPPAS FOR SENATE,C00660464,3500.00,2026-08-08,2026,individual contribution,4090120261595591545,https://docquery.fec.gov/cgi-bin/fecimg/?202608279903420797,HM1576
Chris Pappas,D,House,NH,1,P000614,Anthropic employees,Anthropic employee,CHRIS PAPPAS FOR SENATE,C00660464,3500.00,2026-08-09,2026,individual contribution,4090120261595595566,https://docquery.fec.gov/cgi-bin/fecimg/?202608279903422138,HM1578
Christopher A. Coons,D,Senate,DE,,C001088,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,CHRIS COONS FOR DELAWARE,C00475392,250.00,2024-05-21,2024,individual contribution,4080620242011095329,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=SCHMIDT+FUTURES&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4080620242011095329,HM13781
Christopher A. Coons,D,Senate,DE,,C001088,Coefficient Giving / Open Philanthropy staff,Coefficient / Open Philanthropy staff member,CHRIS COONS FOR DELAWARE,C00475392,1700.00,2024-09-09,2024,individual contribution,4110620241051632969,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=OPEN+PHILANTHROPY&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4110620241051632969,HM15331
Christopher A. Coons,D,Senate,DE,,C001088,other network people,Tarun Chhabra,CHRIS COONS FOR DELAWARE,C00475392,1250.00,2025-05-28,2026,individual contribution,4072420251211643527,https://docquery.fec.gov/cgi-bin/fecimg/?202507159763128076,HM6614
Christopher A. Coons,D,Senate,DE,,C001088,Anthropic employees,Anthropic employee,CHRIS COONS FOR DELAWARE,C00475392,3000.00,2026-03-25,2026,individual contribution,4051420261510386165,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857694504,HM1045
Christopher A. Coons,D,Senate,DE,,C001088,ANTHROPAC (Anthropic's PAC),ANTHROPAC,CHRIS COONS FOR DELAWARE,C00475392,2500.00,2026-07-07,2026,PAC contribution,4090120261595617354,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00946111&sub_id=4090120261595617354,HM325
Christopher R. Deluzio,D,House,PA,17,D000530,Eric Schmidt,Eric Schmidt,CHRIS DELUZIO FOR CONGRESS,C00787648,3300.00,2024-10-22,2024,individual contribution,4041120251183684853,https://docquery.fec.gov/cgi-bin/fecimg/?202504049755050441,HM3180
Christopher R. Deluzio,D,House,PA,17,D000530,Anthropic employees,Anthropic employee,YINZER PAC,C00830182,5000.00,2026-02-07,2026,individual contribution,4031820261424094336,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=ANTHROPIC+PBC&two_year_transaction_period=2026&last_contribution_receipt_date=2025-11-03&last_index=4030220261360683244&per_page=100&sort=contribution_receipt_date,HM3116
Claudia Tenney,R,House,NY,24,T000478,ARI PAC,ARI PAC,CLAUDIA TENNEY FOR CONGRESS,C00632828,1000.00,2025-09-17,2026,PAC contribution,4022520261359193433,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8543
Claudia Tenney,R,House,NY,24,T000478,ARI PAC,ARI PAC,CLAUDIA TENNEY FOR CONGRESS,C00632828,1000.00,2026-06-09,2026,PAC contribution,4072720261538830156,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8669
Cory A. Booker,D,Senate,NJ,,B001288,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,CORY BOOKER FOR SENATE,C00540500,25.00,2024-04-29,2024,individual contribution,4071920241978167586,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4071920241978167586,HM14517
Cory A. Booker,D,Senate,NJ,,B001288,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,CORY BOOKER FOR SENATE,C00540500,25.00,2024-05-29,2024,individual contribution,4071920241978166877,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4071920241978166877,HM14519
Cory A. Booker,D,Senate,NJ,,B001288,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,CORY BOOKER FOR SENATE,C00540500,25.00,2024-06-29,2024,individual contribution,4071920241978172289,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4071920241978172289,HM14535
Cory A. Booker,D,Senate,NJ,,B001288,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,CORY BOOKER FOR SENATE,C00540500,25.00,2024-07-29,2024,individual contribution,4110620241051654647,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4110620241051654647,HM14543
Cory A. Booker,D,Senate,NJ,,B001288,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,CORY BOOKER FOR SENATE,C00540500,25.00,2024-08-29,2024,individual contribution,4110620241051655091,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4110620241051655091,HM14574
Cory A. Booker,D,Senate,NJ,,B001288,Schmidt organisations / Hillspire staff,Schmidt organisation / Hillspire staff member,CORY BOOKER FOR SENATE,C00540500,25.00,2024-09-29,2024,individual contribution,4110620241051662270,https://api.open.fec.gov/v1/schedules/schedule_a/?contributor_employer=HILLSPIRE&two_year_transaction_period=2024&per_page=100&sort=contribution_receipt_date&sub_id=4110620241051662270,HM14619
Cory A. Booker,D,Senate,NJ,,B001288,Anthropic employees,Anthropic employee,CORY BOOKER FOR SENATE,C00540500,3500.00,2025-12-06,2026,individual contribution,4071520261534219847,https://docquery.fec.gov/cgi-bin/fecimg/?202607019874303002,HM904
Cory A. Booker,D,Senate,NJ,,B001288,Anthropic employees,Anthropic employee,CORY BOOKER FOR SENATE,C00540500,1500.00,2025-12-06,2026,individual contribution,4071520261534219849,https://docquery.fec.gov/cgi-bin/fecimg/?202607019874303002,HM905
Dan Crenshaw,R,House,TX,2,C001120,Anthropic employees,Anthropic employee,DAN CRENSHAW FOR CONGRESS,C00660795,3500.00,2026-02-12,2026,individual contribution,4051320261510290389,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857812609,HM1004
Dan Sullivan,R,Senate,AK,,S001198,Anthropic employees,Anthropic employee,ALASKANS FOR DAN SULLIVAN,C00570994,7000.00,2026-04-20,2026,individual contribution,4080520261563788045,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875813529,HM1101
Dan Sullivan,R,Senate,AK,,S001198,Anthropic employees,Anthropic employee,ALASKANS FOR DAN SULLIVAN,C00570994,7000.00,2026-05-03,2026,individual contribution,4080520261563788009,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875813517,HM1163
Dan Sullivan,R,Senate,AK,,S001198,Anthropic employees,Anthropic employee,ALASKANS FOR DAN SULLIVAN,C00570994,7000.00,2026-05-07,2026,individual contribution,4080520261563792284,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875814608,HM1201
Daniel Webster,R,House,FL,11,W000806,ARI PAC,ARI PAC,DANIEL WEBSTER FOR CONGRESS,C00481911,1000.00,2025-09-25,2026,PAC contribution,4022520261359193438,https://api.open.fec.gov/v1/schedules/schedule_b/?committee_id=C00893883&two_year_transaction_period=2026&per_page=100&sort=disbursement_date,HM8560
